"","nationality","tags","score","content","content_detail"
"1004","Singapore","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Would love to come back¡±","<U+B209>Replenish water only at 3rd floor. Could not get back up to my floor without going down to 1st floor.<U+B207>Bed v comfortable. Nice decor, excellent use of space. Lots of things to do around hotel, including shopping. Lots of cheap & gd eateries nearby. Near townStayed in November 2016"
"1005","Malaysia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Special Offer - Double Room with Extra Benefits<U+2022> Stayed 1 night","6.3","¡°Breakfast variety¡±","<U+B209>No complimentary water<U+B207>Breakfast varietyStayed in November 2016"
"1006","USA","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile","9.5","¡°Comfortable and near shops¡±","<U+B207>Comfortable and near shopsStayed in November 2016"
"1007","Malaysia","<U+2022> Business trip<U+2022> Family with young children<U+2022> Standard Twin Room<U+2022> Stayed 2 nights","7.9","¡°convenient and value for money¡±","<U+B209>not applicable<U+B207>not applicableStayed in October 2016"
"1008","Spain","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Twin Room<U+2022> Stayed 4 nights","8.3","¡°Good hotel, good location¡±","<U+B209>The bar is quite expensive.<U+B207>When you book a room in an Ibis hotel you already know that the standard of quality is going to be good. Not luxurious but good enough. This was not an exception. It is a nice, big hotel. The location is quite good, although the neighbourhood is not very interesting (in terms of touristy visiting), it does have a couple of shopping malls, is very close to the Metro and it is at a walking distance of Arab street and other interesting places. The room is big enough, although with a spartan decor, but the bed is very confortable.Breakfast is OK, but always very crowed. The hotel is maybe too big for the size of the buffet room.Stayed in October 2016"
"1009","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.8","¡°Value for money great¡±","<U+B209>Value for money great<U+B207>Value for money greatStayed in November 2016"
"1010","India","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 3 nights","9.6","¡°fabulous and comfortable stay¡±","<U+B209>Room was bit small and breakfast buffet should include some asian vegetarian meal as well.<U+B207>hotel facilities and services.Stayed in November 2016"
"1011","El Salvador","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 7 nights<U+2022> Submitted via mobile","7.5","¡°Nice hotel good value but a bit noise¡±","<U+B209>Bit expensive<U+B207>Very clise to every thingStayed in November 2016"
"1012","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.8","¡°As a person who smokes, a smoking room are some of my...¡±","<U+B209>Wifi a bit lagging.There is no room service to send our food order.<U+B207>As a person who smokes, a smoking room are some of my priorities.Stayed in November 2016"
"1013","Vietnam","<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 1 night","9.2","¡°Great value for money at a great location !¡±","<U+B209>Corridors that lead to the bed rooms were a bit dark and scary....<U+B207>Welcome given by the staff and manager was amazing ! After a long flight the kids loved the little snack packs that were given to them at check-in.The breakfast buffet had a pretty decent spread and was really yummy !Location is super convenient....Stayed in November 2016"
"1014","Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Standard Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.5","¡°Basic hotel¡±","<U+B209>Single bed is very narrow. I almost fell down<U+B207>Clean,efficient,quiet,good locationStayed in November 2016"
"1015","Malaysia","<U+2022> Business trip<U+2022> Group<U+2022> Standard Twin Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","6.3","¡°Friendly¡±","<U+B209>Location<U+B207>FriendlyStayed in October 2016"
"1016","India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Twin Room<U+2022> Stayed 5 nights","10","¡°Diwali 2016¡±","<U+B209>-<U+B207>Clean room, courteous and responsive staff, good breakfast spread and conveniently located for both bus and MRT accessStayed in November 2016"
"1017","Singapore","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.9","¡°nice hotel ... but need water¡±","<U+B209>drink water we have to go for Lebar.. it's mantatory water bottles in the room ....<U+B207>nice location for shopping..Stayed in November 2016"
"1018","Canada","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","8.3","¡°Exciting three day visit of Singapore¡±","<U+B209>No drinking water, no bottle openerand only one chair for two people<U+B207>Super friendly and accommodatingstaff excitngStayed in November 2016"
"1019","Australia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 1 night","7.5","¡°Very good.  Value for money.¡±","<U+B209>The closet could have been little bigger and couple of glasses could have done better.<U+B207>The young staff, cleanliness, friendliness and the excellent breakfast.Stayed in November 2016"
"1020","USA","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 3 nights","10","¡°GREAT STAY-GREAT LOCATION¡±","<U+B209>Nothing<U+B207>Everything, especially the location-not only very near MRT (takes you all over Singapore) but right behind hotel is wonderful local neighborhood with beautiful temples, local food, great pedestrian walk and wonderful local life!Stayed in November 2016"
"1021","Kuwait","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Special Offer - Twin Room with Extra Benefits<U+2022> Stayed 6 nights<U+2022> Submitted via mobile","9.2","¡°Great¡±","<U+B209>Check in<U+B207>ComfortnessStaffBreakfastStayed in November 2016"
"1022","Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Standard Twin Room<U+2022> Stayed 3 nights","7.1","¡°Over all pretty good. Pity it's so damn hot it Singapore¡±","<U+B209>The beds were unusually high and little me found it hard to get up into it.<U+B207>Good breakfast and friendly staff. Good locationStayed in October 2016"
"1023","USA","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","9.6","¡°Location and property is awesome !¡±","<U+B209>Beds are too small, we had 2 twin beds, barely move afraid i'll fall off..Stayed in November 2016"
"1024","India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Special Offer - Double Room with Extra Benefits<U+2022> Stayed 6 nights<U+2022> Submitted via mobile","8.8","¡°My stay at IBIS in Singapore¡±","<U+B209>Rooms are small.<U+B207>The ground staff was amazing..very helpful and responsive like Kumar etc. There was a special section for vegetarian breakfast with good options.The checkout process was very smooth. Location was very good. Moving from hotel either by Bus or taxi was easy.Stayed in November 2016"
"1025","India","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 9 nights","9.6","¡°The property did not have a gym.¡±","<U+B209>The property did not have a gym. I have stayed at IBIS Dubai where the price was lesser but the property had a gym.Stayed in November 2016"
"1026","Indonesia","<U+2022> Business trip<U+2022> Group<U+2022> Standard Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","6.7","¡°Clean but small room¡±","<U+B209>The room is too small for such a price<U+B207>Clean room, good location, nice breakfastStayed in November 2016"
"1027","United Kingdom","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","10","¡°Great hotel for solo travelers¡±","<U+B209>Nothing everything was great<U+B207>Very nice location, had the option to check out at 1pm rather than 12pm and the bed was huge and room was excellent.Stayed in October 2016"
"1028","India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 4 nights","8.3","¡°Very good location in the heart of Singapore with market...¡±","<U+B207>Very good location in the heart of Singapore with market & public transport at stones throw distance!Stayed in October 2016"
"1029","Philippines","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Twin Room<U+2022> Stayed 3 nights","8.8","¡°comfortable and memorable.¡±","<U+B209>a bit pricey but then the place speaks for itself.<U+B207>the place is clean and the room is quiet and comfortable.Stayed in October 2016"
"1030","United Kingdom","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 6 nights","8.8","¡°Happily stay here again a second time¡±","<U+B209>The restaurant in the hotel lobby seemed expensive for food and drinks a<U+0080><U+0093> if thata<U+0080><U+0099>s your thing. I definitely recommend eating out at the many Singapore Hawker Centres and local Food Courts which are fantastic!<U+B207>Having stayed for 6 nights I found it clean and the tap water was safe to drink, in a good location with Rochor and Bugis Station within easy reach although Rochor would be easier if carrying luggage so to avoid busy Bugis Street Markets. 7-11 Store and Fortune Centre next door for breakfast and or other snacks on the go. Great city!Stayed in October 2016"
"1031","Malaysia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","7.5","¡°Good location. Ideal for both leisure and business stays.¡±","<U+B209>Too many tourist group at the lobby area - too noisy.<U+B207>Strategically located, convenience and cleanliness.Stayed in October 2016"
"1032","","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Special Offer - Double Room with Extra Benefits<U+2022> Stayed 1 night","8.8","¡°Nice¡±","<U+B209>Wi-fi not strong enough at my room.<U+B207>Friendly staff, clean room, nice location.Stayed in October 2016"
"1033","Singapore","<U+2022> Solo traveller<U+2022> Standard Twin Room<U+2022> Stayed 2 nights","10","¡°very good and safe.¡±","<U+B207>freindly staff,ready to help; made feel at home.Stayed in October 2016"
"1034","United Arab Emirates","<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","8.8","¡°rooms is too small¡±","<U+B209>rooms is too smalland restaurants staff is unorganized ...table for 4 they let people 2 siting so if you are family is not easy to sit that is why is unorganized ....Stayed in October 2016"
"1035","Hong Kong","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.3","¡°the bed and pillows are very comfortable¡±","<U+B209>no toothbrush but not a big problem<U+B207>the bed and pillows are very comfortableStayed in October 2016"
"1036","Sweden","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 12 nights","9.6","¡°Great hotel and great value¡±","<U+B209>It was very clean, but maybe some details like the glass partition in the shower would need a better scrub<U+B207>Very good staff and lively atmosphereStayed in October 2016"
"1037","United Kingdom","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Twin Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.8","¡°Valued to money and convenient location.¡±","<U+B209>The elevators look a little bit old and some keycard socket is not working.<U+B207>I really like those aunties serving us at breakfast outlet.Stayed in October 2016"
"1038","Malaysia","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Twin Room<U+2022> Stayed 1 night","7.5","¡°the freebies¡±","<U+B209>No good view<U+B207>the freebiesStayed in October 2016"
"1039","Indonesia","<U+2022> Leisure trip<U+2022> Group<U+2022> Standard Twin Room<U+2022> Stayed 1 night","8.3","¡°good stay¡±","<U+B207>the bed is very comfyStayed in October 2016"
"1040","Indonesia","<U+2022> Leisure trip<U+2022> Group<U+2022> Standard Twin Room<U+2022> Stayed 2 nights","8.8","¡°perfect location to stay in Singapore¡±","<U+B207>perfect location and friendliness of the staffStayed in October 2016"
"1041","Myanmar","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 5 nights","9.6","¡°Everything was great except for the slow internet¡±","<U+B209>The wifi was a quite slow during my 5 day stay.  I rang the front desk, told them about the internet speed and was then told that they would contact the service provider.  Not sure if they did as the speed was slow the whole timeStayed in October 2016"
"1042","Philippines","<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","10","¡°Friendliest Staff and Superb Location!¡±","<U+B209>Very little - complimentary bottled water that is right inside the room rather than getting it downstairs as a refill would have been nice.<U+B207>Friendly and accomodating staff, located near 2 train stations and right next to Bugis!Stayed in October 2016"
